"","EmployeeID","recorddate_key","birthdate_key","orighiredate_key","terminationdate_key","age","length_of_service","city_name","department_name","job_title","store_name","gender_short","gender_full","termreason_desc","termtype_desc","STATUS_YEAR","STATUS","BUSINESS_UNIT"
"44103",7344,"12/31/2015 0:00","4/25/1987","11/20/2009","1/1/1900",28,6,"Nanaimo","Customer Service","Cashier",18,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44110",7345,"12/31/2015 0:00","4/29/1987","11/22/2009","1/1/1900",28,6,"Cranbrook","Processed Foods","Shelf Stocker",8,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44117",7346,"12/31/2015 0:00","4/30/1987","11/23/2009","1/1/1900",28,6,"Kelowna","Processed Foods","Shelf Stocker",16,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44124",7347,"12/31/2015 0:00","5/11/1987","11/28/2009","1/1/1900",28,6,"Prince George","Customer Service","Cashier",26,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44131",7348,"12/31/2015 0:00","5/15/1987","11/30/2009","1/1/1900",28,6,"Victoria","Processed Foods","Shelf Stocker",46,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44138",7349,"12/31/2015 0:00","5/19/1987","12/3/2009","1/1/1900",28,6,"Fort St John","Dairy","Dairy Person",12,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44145",7350,"12/31/2015 0:00","5/25/1987","12/6/2009","1/1/1900",28,6,"Langley","Customer Service","Cashier",17,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44152",7351,"12/31/2015 0:00","5/28/1987","12/7/2009","1/1/1900",28,6,"Langley","Customer Service","Cashier",17,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44159",7352,"12/31/2015 0:00","5/27/1987","12/7/2009","1/1/1900",28,6,"Victoria","Processed Foods","Shelf Stocker",46,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44166",7353,"12/31/2015 0:00","5/29/1987","12/8/2009","1/1/1900",28,6,"Fort St John","Processed Foods","Shelf Stocker",12,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44173",7354,"12/31/2015 0:00","5/31/1987","12/9/2009","1/1/1900",28,6,"West Vancouver","Processed Foods","Shelf Stocker",38,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44180",7355,"12/31/2015 0:00","6/1/1987","12/9/2009","1/1/1900",28,6,"Cranbrook","Processed Foods","Shelf Stocker",8,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44187",7356,"12/31/2015 0:00","6/2/1987","12/10/2009","1/1/1900",28,6,"Kelowna","Processed Foods","Shelf Stocker",16,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44194",7357,"12/31/2015 0:00","6/4/1987","12/11/2009","1/1/1900",28,6,"Cranbrook","Processed Foods","Shelf Stocker",8,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44201",7358,"12/31/2015 0:00","6/4/1987","12/11/2009","1/1/1900",28,6,"Victoria","Processed Foods","Shelf Stocker",46,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44208",7359,"12/31/2015 0:00","6/6/1987","12/12/2009","1/1/1900",28,6,"New Westminster","Processed Foods","Shelf Stocker",21,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44215",7360,"12/31/2015 0:00","6/9/1987","12/14/2009","1/1/1900",28,6,"Nanaimo","Customer Service","Cashier",18,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44222",7361,"12/31/2015 0:00","6/24/1987","12/22/2009","1/1/1900",28,6,"Terrace","Customer Service","Cashier",32,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44229",7362,"12/31/2015 0:00","7/3/1987","12/26/2009","1/1/1900",28,6,"Chilliwack","Customer Service","Cashier",6,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44236",7363,"12/31/2015 0:00","7/7/1987","12/28/2009","1/1/1900",28,6,"Vancouver","Produce","Produce Clerk",44,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44242",7364,"12/31/2015 0:00","7/19/1987","1/4/2010","1/1/1900",28,5,"Surrey","Customer Service","Cashier",31,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44248",7365,"12/31/2015 0:00","7/19/1987","1/4/2010","1/1/1900",28,5,"New Westminster","Processed Foods","Shelf Stocker",21,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44254",7366,"12/31/2015 0:00","7/21/1987","1/5/2010","1/1/1900",28,5,"Victoria","Processed Foods","Shelf Stocker",46,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44260",7367,"12/31/2015 0:00","7/21/1987","1/5/2010","1/1/1900",28,5,"Chilliwack","Customer Service","Cashier",6,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44266",7368,"12/31/2015 0:00","7/29/1987","1/9/2010","1/1/1900",28,5,"Fort St John","Processed Foods","Shelf Stocker",12,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44272",7369,"12/31/2015 0:00","7/28/1987","1/9/2010","1/1/1900",28,5,"Surrey","Customer Service","Cashier",31,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49484",7370,"12/1/2014 0:00","7/31/1987","1/10/2010","12/30/2014",27,4,"New Westminister","Processed Foods","Shelf Stocker",20,"M","Male","Layoff","Involuntary",2014,"TERMINATED","STORES"
"44282",7371,"12/31/2015 0:00","8/2/1987","1/11/2010","1/1/1900",28,5,"Kamloops","Processed Foods","Shelf Stocker",15,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44288",7372,"12/31/2015 0:00","8/6/1987","1/13/2010","1/1/1900",28,5,"Victoria","Processed Foods","Shelf Stocker",46,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44294",7373,"12/31/2015 0:00","8/7/1987","1/14/2010","1/1/1900",28,5,"Nanaimo","Customer Service","Cashier",18,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44300",7374,"12/31/2015 0:00","8/9/1987","1/15/2010","1/1/1900",28,5,"Vancouver","Produce","Produce Clerk",44,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44306",7375,"12/31/2015 0:00","8/13/1987","1/17/2010","1/1/1900",28,5,"Vancouver","Produce","Produce Clerk",44,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44312",7376,"12/31/2015 0:00","8/23/1987","1/22/2010","1/1/1900",28,5,"Prince George","Customer Service","Cashier",26,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44318",7377,"12/31/2015 0:00","8/25/1987","1/23/2010","1/1/1900",28,5,"Vancouver","Produce","Produce Clerk",44,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44324",7378,"12/31/2015 0:00","9/11/1987","2/1/2010","1/1/1900",28,5,"Prince George","Customer Service","Cashier",26,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44330",7379,"12/31/2015 0:00","9/13/1987","2/2/2010","1/1/1900",28,5,"Trail","Customer Service","Cashier",33,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44336",7380,"12/31/2015 0:00","9/18/1987","2/5/2010","1/1/1900",28,5,"Surrey","Customer Service","Cashier",31,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44342",7381,"12/31/2015 0:00","9/22/1987","2/7/2010","1/1/1900",28,5,"Terrace","Customer Service","Cashier",32,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44348",7382,"12/31/2015 0:00","9/26/1987","2/9/2010","1/1/1900",28,5,"Vancouver","Produce","Produce Clerk",44,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44354",7383,"12/31/2015 0:00","9/27/1987","2/10/2010","1/1/1900",28,5,"Richmond","Processed Foods","Shelf Stocker",29,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44360",7384,"12/31/2015 0:00","10/3/1987","2/13/2010","1/1/1900",28,5,"Kamloops","Processed Foods","Shelf Stocker",15,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44366",7385,"12/31/2015 0:00","10/3/1987","2/13/2010","1/1/1900",28,5,"Burnaby","Dairy","Dairy Person",5,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44372",7386,"12/31/2015 0:00","10/7/1987","2/15/2010","1/1/1900",28,5,"Aldergrove","Customer Service","Cashier",2,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44378",7387,"12/31/2015 0:00","10/10/1987","2/17/2010","1/1/1900",28,5,"Vancouver","Produce","Produce Clerk",44,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44384",7389,"12/31/2015 0:00","10/12/1987","2/18/2010","1/1/1900",28,5,"Quesnel","Customer Service","Cashier",28,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44390",7390,"12/31/2015 0:00","10/19/1987","2/21/2010","1/1/1900",28,5,"Cranbrook","Processed Foods","Shelf Stocker",8,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44396",7391,"12/31/2015 0:00","10/21/1987","2/22/2010","1/1/1900",28,5,"Prince George","Customer Service","Cashier",26,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44402",7392,"12/31/2015 0:00","10/22/1987","2/23/2010","1/1/1900",28,5,"Vernon","Customer Service","Cashier",36,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44408",7393,"12/31/2015 0:00","10/22/1987","2/23/2010","1/1/1900",28,5,"Kamloops","Processed Foods","Shelf Stocker",15,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44414",7394,"12/31/2015 0:00","10/23/1987","2/23/2010","1/1/1900",28,5,"Victoria","Processed Foods","Shelf Stocker",46,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44420",7395,"12/31/2015 0:00","10/26/1987","2/25/2010","1/1/1900",28,5,"Trail","Customer Service","Cashier",33,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44426",7396,"12/31/2015 0:00","10/25/1987","2/25/2010","1/1/1900",28,5,"Terrace","Customer Service","Cashier",32,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44432",7397,"12/31/2015 0:00","10/29/1987","2/27/2010","1/1/1900",28,5,"Richmond","Processed Foods","Shelf Stocker",29,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44438",7398,"12/31/2015 0:00","10/30/1987","2/27/2010","1/1/1900",28,5,"Bella Bella","Customer Service","Cashier",3,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44444",7399,"12/31/2015 0:00","10/31/1987","2/28/2010","1/1/1900",28,5,"New Westminster","Processed Foods","Shelf Stocker",21,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44450",7400,"12/31/2015 0:00","11/5/1987","3/2/2010","1/1/1900",28,5,"Cranbrook","Processed Foods","Shelf Stocker",8,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44456",7401,"12/31/2015 0:00","11/10/1987","3/5/2010","1/1/1900",28,5,"Aldergrove","Customer Service","Cashier",2,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44462",7402,"12/31/2015 0:00","11/11/1987","3/5/2010","1/1/1900",28,5,"Fort St John","Processed Foods","Shelf Stocker",12,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44468",7403,"12/31/2015 0:00","11/15/1987","3/8/2010","1/1/1900",28,5,"Williams Lake","Customer Service","Cashier",40,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44474",7404,"12/31/2015 0:00","11/19/1987","3/10/2010","1/1/1900",28,5,"Aldergrove","Customer Service","Cashier",2,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44480",7405,"12/31/2015 0:00","11/25/1987","3/13/2010","1/1/1900",28,5,"West Vancouver","Processed Foods","Shelf Stocker",38,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49486",7406,"12/1/2014 0:00","11/25/1987","3/13/2010","12/30/2014",27,4,"Fort Nelson","Customer Service","Cashier",11,"M","Male","Layoff","Involuntary",2014,"TERMINATED","STORES"
"44490",7407,"12/31/2015 0:00","11/27/1987","3/14/2010","1/1/1900",28,5,"Trail","Customer Service","Cashier",33,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44496",7408,"12/31/2015 0:00","11/30/1987","3/16/2010","1/1/1900",28,5,"Aldergrove","Customer Service","Cashier",2,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44502",7409,"12/31/2015 0:00","12/15/1987","3/23/2010","1/1/1900",28,5,"Vancouver","Produce","Produce Clerk",44,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44508",7410,"12/31/2015 0:00","12/20/1987","3/26/2010","1/1/1900",28,5,"Chilliwack","Customer Service","Cashier",6,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49487",7411,"12/1/2011 0:00","12/27/1987","3/30/2010","12/30/2011",24,1,"West Vancouver","Processed Foods","Shelf Stocker",38,"M","Male","Resignaton","Voluntary",2011,"TERMINATED","STORES"
"44515",7412,"12/31/2015 0:00","12/31/1987","4/1/2010","1/1/1900",28,5,"Surrey","Customer Service","Cashier",31,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44521",7413,"12/31/2015 0:00","1/5/1988","4/4/2010","1/1/1900",27,5,"Prince George","Customer Service","Cashier",26,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44527",7414,"12/31/2015 0:00","1/6/1988","4/4/2010","1/1/1900",27,5,"Vancouver","Produce","Produce Clerk",44,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44533",7415,"12/31/2015 0:00","1/7/1988","4/5/2010","1/1/1900",27,5,"Victoria","Processed Foods","Shelf Stocker",46,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44539",7417,"12/31/2015 0:00","1/13/1988","4/8/2010","1/1/1900",27,5,"Aldergrove","Customer Service","Cashier",2,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44545",7418,"12/31/2015 0:00","1/18/1988","4/10/2010","1/1/1900",27,5,"Prince George","Customer Service","Cashier",26,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44551",7419,"12/31/2015 0:00","1/20/1988","4/11/2010","1/1/1900",27,5,"Fort St John","Processed Foods","Shelf Stocker",12,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44557",7420,"12/31/2015 0:00","1/21/1988","4/12/2010","1/1/1900",27,5,"Vancouver","Produce","Produce Clerk",44,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44563",7421,"12/31/2015 0:00","1/25/1988","4/14/2010","1/1/1900",27,5,"Vancouver","Produce","Produce Clerk",44,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44569",7422,"12/31/2015 0:00","1/27/1988","4/15/2010","1/1/1900",27,5,"Burnaby","Dairy","Dairy Person",5,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44575",7423,"12/31/2015 0:00","1/27/1988","4/15/2010","1/1/1900",27,5,"Cranbrook","Processed Foods","Shelf Stocker",8,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49489",7424,"10/1/2011 0:00","1/26/1988","4/15/2010","10/15/2011",23,1,"Squamish","Customer Service","Cashier",30,"F","Female","Resignaton","Voluntary",2011,"TERMINATED","STORES"
"49490",7425,"12/1/2011 0:00","1/31/1988","4/17/2010","12/3/2011",23,1,"Bella Bella","Customer Service","Cashier",3,"F","Female","Resignaton","Voluntary",2011,"TERMINATED","STORES"
"44583",7426,"12/31/2015 0:00","2/6/1988","4/20/2010","1/1/1900",27,5,"Victoria","Processed Foods","Shelf Stocker",46,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44589",7427,"12/31/2015 0:00","2/6/1988","4/20/2010","1/1/1900",27,5,"Vancouver","Produce","Produce Clerk",44,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44595",7428,"12/31/2015 0:00","2/13/1988","4/24/2010","1/1/1900",27,5,"Victoria","Processed Foods","Shelf Stocker",46,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44601",7429,"12/31/2015 0:00","2/12/1988","4/24/2010","1/1/1900",27,5,"Burnaby","Dairy","Dairy Person",5,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49491",7430,"10/1/2011 0:00","2/14/1988","4/25/2010","10/25/2011",23,1,"Surrey","Customer Service","Cashier",31,"M","Male","Resignaton","Voluntary",2011,"TERMINATED","STORES"
"44608",7431,"12/31/2015 0:00","2/17/1988","4/26/2010","1/1/1900",27,5,"Fort St John","Processed Foods","Shelf Stocker",12,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44614",7432,"12/31/2015 0:00","2/21/1988","4/28/2010","1/1/1900",27,5,"Burnaby","Dairy","Dairy Person",5,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49492",7433,"10/1/2011 0:00","2/22/1988","4/29/2010","10/29/2011",23,1,"Nanaimo","Customer Service","Cashier",18,"M","Male","Resignaton","Voluntary",2011,"TERMINATED","STORES"
"49493",7434,"10/1/2011 0:00","2/25/1988","4/30/2010","10/30/2011",23,1,"Langley","Customer Service","Cashier",17,"M","Male","Resignaton","Voluntary",2011,"TERMINATED","STORES"
"49494",7435,"11/1/2011 0:00","3/1/1988","5/3/2010","11/3/2011",23,1,"Chilliwack","Customer Service","Cashier",6,"M","Male","Resignaton","Voluntary",2011,"TERMINATED","STORES"
"44623",7436,"12/31/2015 0:00","3/1/1988","5/3/2010","1/1/1900",27,5,"Burnaby","Dairy","Dairy Person",5,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44629",7437,"12/31/2015 0:00","3/11/1988","5/8/2010","1/1/1900",27,5,"Burnaby","Dairy","Dairy Person",5,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44635",7438,"12/31/2015 0:00","3/13/1988","5/9/2010","1/1/1900",27,5,"Kamloops","Processed Foods","Shelf Stocker",15,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49495",7439,"11/1/2011 0:00","3/16/1988","5/11/2010","11/11/2011",23,1,"Vernon","Customer Service","Cashier",36,"M","Male","Resignaton","Voluntary",2011,"TERMINATED","STORES"
"49496",7440,"11/1/2011 0:00","3/16/1988","5/11/2010","11/11/2011",23,1,"Squamish","Customer Service","Cashier",30,"M","Male","Resignaton","Voluntary",2011,"TERMINATED","STORES"
"49497",7441,"12/1/2014 0:00","3/18/1988","5/12/2010","12/30/2014",26,4,"Haney","Meats","Meat Cutter",14,"F","Female","Layoff","Involuntary",2014,"TERMINATED","STORES"
"44647",7442,"12/31/2015 0:00","3/21/1988","5/13/2010","1/1/1900",27,5,"Kelowna","Processed Foods","Shelf Stocker",16,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44653",7443,"12/31/2015 0:00","3/23/1988","5/14/2010","1/1/1900",27,5,"Terrace","Customer Service","Cashier",32,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44659",7444,"12/31/2015 0:00","3/22/1988","5/14/2010","1/1/1900",27,5,"Vancouver","Produce","Produce Clerk",44,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44665",7445,"12/31/2015 0:00","3/25/1988","5/15/2010","1/1/1900",27,5,"Vancouver","Produce","Produce Clerk",44,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44671",7446,"12/31/2015 0:00","3/26/1988","5/16/2010","1/1/1900",27,5,"Vancouver","Produce","Produce Clerk",44,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44677",7447,"12/31/2015 0:00","3/26/1988","5/16/2010","1/1/1900",27,5,"New Westminster","Processed Foods","Shelf Stocker",21,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49498",7448,"2/1/2012 0:00","3/28/1988","5/17/2010","2/14/2012",23,1,"Prince George","Customer Service","Cashier",26,"F","Female","Resignaton","Voluntary",2012,"TERMINATED","STORES"
"44685",7449,"12/31/2015 0:00","3/30/1988","5/18/2010","1/1/1900",27,5,"Vancouver","Produce","Produce Clerk",44,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44691",7450,"12/31/2015 0:00","4/10/1988","5/24/2010","1/1/1900",27,5,"Terrace","Customer Service","Cashier",32,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44697",7451,"12/31/2015 0:00","4/13/1988","5/25/2010","1/1/1900",27,5,"Prince George","Customer Service","Cashier",26,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44703",7452,"12/31/2015 0:00","4/15/1988","5/26/2010","1/1/1900",27,5,"Bella Bella","Customer Service","Cashier",3,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44709",7453,"12/31/2015 0:00","4/16/1988","5/27/2010","1/1/1900",27,5,"Quesnel","Customer Service","Cashier",28,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49499",7454,"9/1/2012 0:00","4/19/1988","5/28/2010","9/7/2012",24,2,"New Westminster","Processed Foods","Shelf Stocker",21,"M","Male","Resignaton","Voluntary",2012,"TERMINATED","STORES"
"44717",7455,"12/31/2015 0:00","4/18/1988","5/28/2010","1/1/1900",27,5,"Richmond","Customer Service","Cashier",29,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44723",7456,"12/31/2015 0:00","4/18/1988","5/28/2010","1/1/1900",27,5,"Nanaimo","Customer Service","Cashier",18,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44729",7457,"12/31/2015 0:00","4/21/1988","5/30/2010","1/1/1900",27,5,"Fort St John","Processed Foods","Shelf Stocker",12,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44735",7458,"12/31/2015 0:00","4/26/1988","6/1/2010","1/1/1900",27,5,"Terrace","Customer Service","Cashier",32,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44741",7459,"12/31/2015 0:00","4/30/1988","6/3/2010","1/1/1900",27,5,"Aldergrove","Customer Service","Cashier",2,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44747",7460,"12/31/2015 0:00","4/30/1988","6/3/2010","1/1/1900",27,5,"Nelson","Processed Foods","Shelf Stocker",19,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44753",7461,"12/31/2015 0:00","5/7/1988","6/7/2010","1/1/1900",27,5,"Victoria","Processed Foods","Shelf Stocker",46,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49500",7462,"12/1/2015 0:00","5/9/1988","6/8/2010","12/30/2015",27,5,"White Rock","Customer Service","Cashier",39,"M","Male","Layoff","Involuntary",2015,"TERMINATED","STORES"
"44764",7463,"12/31/2015 0:00","5/9/1988","6/8/2010","1/1/1900",27,5,"Kamloops","Processed Foods","Shelf Stocker",15,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49501",7464,"12/1/2011 0:00","5/11/1988","6/9/2010","12/9/2011",23,1,"Prince George","Customer Service","Cashier",26,"M","Male","Resignaton","Voluntary",2011,"TERMINATED","STORES"
"44771",7465,"12/31/2015 0:00","5/10/1988","6/9/2010","1/1/1900",27,5,"Vancouver","Bakery","Baker",44,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49502",7466,"12/1/2011 0:00","5/15/1988","6/11/2010","12/11/2011",23,1,"Chilliwack","Customer Service","Cashier",6,"F","Female","Resignaton","Voluntary",2011,"TERMINATED","STORES"
"49503",7467,"12/1/2011 0:00","5/16/1988","6/12/2010","12/12/2011",23,1,"Nanaimo","Customer Service","Cashier",18,"M","Male","Resignaton","Voluntary",2011,"TERMINATED","STORES"
"44779",7468,"12/31/2015 0:00","5/19/1988","6/13/2010","1/1/1900",27,5,"Abbotsford","Dairy","Dairy Person",1,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49504",7469,"12/1/2011 0:00","5/21/1988","6/14/2010","12/14/2011",23,1,"Squamish","Customer Service","Cashier",30,"M","Male","Resignaton","Voluntary",2011,"TERMINATED","STORES"
"44786",7470,"12/31/2015 0:00","6/1/1988","6/20/2010","1/1/1900",27,5,"Victoria","Processed Foods","Shelf Stocker",46,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44792",7471,"12/31/2015 0:00","5/31/1988","6/20/2010","1/1/1900",27,5,"Victoria","Processed Foods","Shelf Stocker",46,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44798",7472,"12/31/2015 0:00","6/2/1988","6/21/2010","1/1/1900",27,5,"Victoria","Processed Foods","Shelf Stocker",46,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49505",7473,"12/1/2011 0:00","6/6/1988","6/23/2010","12/23/2011",23,1,"Vernon","Customer Service","Cashier",36,"F","Female","Resignaton","Voluntary",2011,"TERMINATED","STORES"
"44805",7474,"12/31/2015 0:00","6/11/1988","6/25/2010","1/1/1900",27,5,"New Westminster","Processed Foods","Shelf Stocker",21,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49506",7475,"12/1/2011 0:00","6/11/1988","6/25/2010","12/25/2011",23,1,"Surrey","Customer Service","Cashier",31,"F","Female","Resignaton","Voluntary",2011,"TERMINATED","STORES"
"44812",7476,"12/31/2015 0:00","6/11/1988","6/25/2010","1/1/1900",27,5,"Vancouver","Bakery","Baker",44,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44818",7477,"12/31/2015 0:00","6/12/1988","6/26/2010","1/1/1900",27,5,"Kelowna","Processed Foods","Shelf Stocker",16,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44824",7478,"12/31/2015 0:00","6/14/1988","6/27/2010","1/1/1900",27,5,"Cranbrook","Processed Foods","Shelf Stocker",8,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49507",7479,"12/1/2011 0:00","6/15/1988","6/28/2010","12/28/2011",23,1,"Prince George","Customer Service","Cashier",26,"F","Female","Resignaton","Voluntary",2011,"TERMINATED","STORES"
"44831",7480,"12/31/2015 0:00","6/18/1988","6/29/2010","1/1/1900",27,5,"Cranbrook","Processed Foods","Shelf Stocker",8,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"44837",7481,"12/31/2015 0:00","6/17/1988","6/29/2010","1/1/1900",27,5,"Williams Lake","Customer Service","Cashier",40,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
